Symbol,Ensembl Gene ID,Entrez,Type,Species,Chr,Position (Mbp),Description,percentage_gc_content,transcript_count,genomeSpan,cds_length,transcript_length,FiveUTR,ThreeUTR,nExons
 EED,ENSG00000074266,8726,protein_coding,Human,11,86.244753,embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188],37.04,13,34061,1064,1590,401,322,8
 HIKESHI,ENSG00000149196,51501,protein_coding,Human,11,86.302211,heat shock protein nuclear import factor hikeshi [Source:HGNC Symbol;Acc:HGNC:26938],37.86,7,43733,486,1144,215,496,4
 NOX4,ENSG00000086991,50507,protein_coding,Human,11,89.324353,NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891],35.47,15,173835,1239,1943,113,779,13
 MRE11,ENSG00000020922,4361,protein_coding,Human,11,94.41557,"MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]",37.3,10,78316,1401,1851,110,1141,11
 CNTN5,ENSG00000149972,53942,protein_coding,Human,11,99.020949,contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175],35.04,11,1337937,3136,2801,89,1485,14
 BIRC2,ENSG00000110330,329,protein_coding,Human,11,102.347211,baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590],38.86,13,31460,1073,1662,267,309,6
 CHEK1,ENSG00000149554,1111,protein_coding,Human,11,125.625163,checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925],37.73,15,51093,992,1674,103,698,10
 FOXM1,ENSG00000111206,2305,protein_coding,Human,12,2.85768,forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818],48.09,10,19495,1676,2013,108,788,6
 RAD51AP1,ENSG00000111247,10635,protein_coding,Human,12,4.538798,RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956],36.4,14,21250,439,1105,57,292,7
 ACRBP,ENSG00000111644,84519,protein_coding,Human,12,6.638075,acrosin binding protein [Source:HGNC Symbol;Acc:HGNC:17195],51.64,9,9359,990,970,50,154,5
 CDCA3,ENSG00000111665,83461,protein_coding,Human,12,6.844793,cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624],51.6,12,6500,711,1334,101,600,4
 OLR1,ENSG00000173391,4973,protein_coding,Human,12,10.158301,oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133],38.78,11,13838,448,874,100,625,4
 TMEM52B,ENSG00000165685,120939,protein_coding,Human,12,10.170542,transmembrane protein 52B [Source:HGNC Symbol;Acc:HGNC:26438],41.83,6,21263,532,1563,441,1657,4
 PTPRO,ENSG00000151490,5800,protein_coding,Human,12,15.322257,protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678],37.59,26,279919,1731,3458,237,955,14
 PPHLN1,ENSG00000134283,51535,protein_coding,Human,12,42.238447,periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369],39.77,26,221269,912,1463,56,523,8
 RPAP3,ENSG00000005175,79657,protein_coding,Human,12,47.661249,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151],36.55,7,44782,1805,1541,54,894,8
 TUBA1B,ENSG00000123416,10376,protein_coding,Human,12,49.127782,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809],53.12,8,3616,477,1262,118,292,4
 TUBA1C,ENSG00000167553,84790,protein_coding,Human,12,49.188736,tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768],45.2,9,85865,681,1151,56,384,3
 TROAP,ENSG00000135451,10024,protein_coding,Human,12,49.323236,trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327],53.1,16,8496,713,1092,62,161,7
 RACGAP1,ENSG00000161800,29127,protein_coding,Human,12,49.976923,Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804],43.65,28,56214,692,973,65,547,8
 ANKRD33,ENSG00000167612,341405,protein_coding,Human,12,51.888009,ankyrin repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:13788],58.03,8,3719,863,1572,129,324,4
 ESPL1,ENSG00000135476,9700,protein_coding,Human,12,53.268299,"extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]",51.69,8,25340,2366,2746,39,190,12
 PFDN5,ENSG00000123349,5204,protein_coding,Human,12,53.295291,prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869],47.28,27,4162,291,977,74,107,4
 CDK2,ENSG00000123374,1017,protein_coding,Human,12,55.966781,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771],47.7,12,6009,615,1316,185,499,5
 TIMELESS,ENSG00000111602,8914,protein_coding,Human,12,56.416363,timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813],46.65,5,33064,3626,2682,83,975,15
 PTGES3,ENSG00000110958,10728,protein_coding,Human,12,56.663341,prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049],44.13,7,25068,425,1625,270,674,8
 USP15,ENSG00000135655,9958,protein_coding,Human,12,62.260338,ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613],34.93,19,157094,939,2280,81,3756,6
 DYRK2,ENSG00000127334,8445,protein_coding,Human,12,67.648338,dual specificity tyrosine phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:3093],43.53,6,17069,929,2200,170,3444,2
 NUP107,ENSG00000111581,57122,protein_coding,Human,12,68.686951,nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914],39.25,13,58859,1390,1580,86,771,12
 BTG1,ENSG00000133639,694,protein_coding,Human,12,92.140278,BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130],42.38,3,5569,516,2169,311,3802,2
 TMPO,ENSG00000120802,7112,protein_coding,Human,12,98.515579,thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875],39.69,13,34773,1199,1450,204,1182,5
 ACTR6,ENSG00000075089,64431,protein_coding,Human,12,100.199122,actin related protein 6 [Source:HGNC Symbol;Acc:HGNC:24025],41,13,42744,676,1141,157,298,8
 GAS2L3,ENSG00000139354,283431,protein_coding,Human,12,100.573683,growth arrest specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475],36.61,9,54606,1559,2086,109,1203,6
 PARPBP,ENSG00000185480,55010,protein_coding,Human,12,102.120183,PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074],36.45,12,77338,933,1689,52,652,6
 TDG,ENSG00000139372,6996,protein_coding,Human,12,103.965822,thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700],40.64,10,23053,796,1288,151,540,6
 NFYB,ENSG00000120837,4801,protein_coding,Human,12,104.117086,nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805],39.11,5,21156,625,2028,174,1884,6
 UNG,ENSG00000076248,7374,protein_coding,Human,12,109.097597,uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572],46.58,14,29129,712,2028,159,830,6
 RFC5,ENSG00000111445,5985,protein_coding,Human,12,118.013588,replication factor C subunit 5 [Source:HGNC Symbol;Acc:HGNC:9973],45.74,9,19543,502,1050,138,956,7
 RSRC2,ENSG00000111011,65117,protein_coding,Human,12,122.503454,arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559],39.84,20,23547,448,1247,103,536,6
 KNTC1,ENSG00000184445,9735,protein_coding,Human,12,122.527246,kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255],41.24,15,99151,1960,1495,348,147,12
 STX2,ENSG00000111450,2054,protein_coding,Human,12,130.7896,syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403],45.87,4,49667,689,1965,159,1192,8
 SKA3,ENSG00000165480,221150,protein_coding,Human,13,21.153595,spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262],39.77,7,22958,555,1562,73,770,6
 DIAPH3,ENSG00000139734,81624,protein_coding,Human,13,59.665583,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480],35.91,10,498346,3130,2715,108,286,18
 ITGBL1,ENSG00000198542,9358,protein_coding,Human,13,101.452593,integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164],36.42,6,268264,1143,2270,150,898,8
 IRS2,ENSG00000185950,8660,protein_coding,Human,13,109.752695,insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126],46.75,1,33889,4017,8156,530,3609,2
 PARP2,ENSG00000129484,10038,protein_coding,Human,14,20.343615,poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272],42.3,11,14290,1185,985,13,164,7
 MBIP,ENSG00000151332,51562,protein_coding,Human,14,36.298564,MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol;Acc:HGNC:20427],35.22,10,22074,809,976,72,417,6
 PRPF39,ENSG00000185246,55015,protein_coding,Human,14,45.084107,pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314],36.34,12,32176,590,2054,50,385,9
 FKBP3,ENSG00000100442,2287,protein_coding,Human,14,45.115599,FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719],40.63,4,19721,516,1082,86,427,6
 LRR1,ENSG00000165501,122769,protein_coding,Human,14,49.598761,leucine rich repeat protein 1 [Source:HGNC Symbol;Acc:HGNC:19742],44.95,5,15912,571,1268,164,294,4
 POLE2,ENSG00000100479,5427,protein_coding,Human,14,49.643555,"DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]",41.33,13,44868,882,835,57,100,8
 PSMC6,ENSG00000100519,5706,protein_coding,Human,14,52.707178,"proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]",37.88,18,21413,471,973,16,272,6
 CDKN3,ENSG00000100526,1033,protein_coding,Human,14,54.396849,cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791],40.35,10,23370,542,744,67,192,7
 WDHD1,ENSG00000198554,11169,protein_coding,Human,14,54.938949,WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170],39.43,5,88157,1777,2711,134,1013,14
 DLGAP5,ENSG00000126787,9787,protein_coding,Human,14,55.148112,DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864],39.09,5,43497,1526,1621,60,204,10
 MNAT1,ENSG00000020426,4331,protein_coding,Human,14,60.734742,MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181],36.62,9,235224,692,913,94,531,5
 SYT16,ENSG00000139973,83851,protein_coding,Human,14,61.811974,synaptotagmin 16 [Source:HGNC Symbol;Acc:HGNC:23142],39.31,6,300577,1423,5566,151,8104,5
 RAD51B,ENSG00000182185,5890,protein_coding,Human,14,67.819779,RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822],40.99,24,910440,721,871,35,389,6
 RBM25,ENSG00000119707,58517,protein_coding,Human,14,73.058532,RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244],40.67,12,65368,1085,2627,77,1197,11
 RPS6KA5,ENSG00000100784,9252,protein_coding,Human,14,90.847861,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434],38.79,8,212781,1144,5068,165,3686,12
 CHGA,ENSG00000100604,1113,protein_coding,Human,14,92.92315,chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929],56.29,6,12136,804,1132,199,321,5
 VRK1,ENSG00000100749,7443,protein_coding,Human,14,96.797304,VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718],40.26,63,157543,890,1860,69,332,11
 MOK,ENSG00000080823,5891,protein_coding,Human,14,102.2245,MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833],46.51,40,80691,386,1122,166,256,6
 RCOR1,ENSG00000089902,23186,protein_coding,Human,14,102.592649,REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441],43.49,4,137913,783,1714,238,2103,5
 CDCA4,ENSG00000170779,55038,protein_coding,Human,14,105.009573,cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625],51.91,2,11511,726,1992,40,1001,2
 NIPA1,ENSG00000170113,123606,protein_coding,Human,15,22.773063,NIPA magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:17043],46.41,7,56727,594,2882,287,2518,5
 MAGEL2,ENSG00000254585,54551,protein_coding,Human,15,23.643549,MAGE family member L2 [Source:HGNC Symbol;Acc:HGNC:6814],61.17,1,4319,3750,4319,125,444,1
 ARHGAP11B,ENSG00000285077,89839,protein_coding,Human,15,30.624494,Rho GTPase activating protein 11B [Source:HGNC Symbol;Acc:HGNC:15782],38.13,8,25036,804,1558,618,180,7
 ARHGAP11A,ENSG00000198826,9824,protein_coding,Human,15,32.615144,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783],37.89,8,24798,1938,2348,447,574,9
 GREM1,ENSG00000166923,26585,protein_coding,Human,15,32.718004,"gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]",41.45,4,27103,418,5487,86,4898,2
 FSIP1,ENSG00000150667,161835,protein_coding,Human,15,39.588357,fibrous sheath interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21674],38.59,5,194485,599,928,110,282,5
 BUB1B,ENSG00000156970,701,protein_coding,Human,15,40.161023,BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149],38.74,11,60101,1710,1137,153,196,8
 KNL1,ENSG00000137812,57082,protein_coding,Human,15,40.59402,kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054],41.23,12,70323,2706,3085,106,1280,10
 OIP5,ENSG00000104147,11339,protein_coding,Human,15,41.309273,Opa interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:20300],45.43,2,23319,588,843,30,481,4
 PLA2G4D,ENSG00000159337,283748,protein_coding,Human,15,42.067009,phospholipase A2 group IVD [Source:HGNC Symbol;Acc:HGNC:30038],51.46,3,27554,2457,2723,103,1706,10
 WDR76,ENSG00000092470,79968,protein_coding,Human,15,43.82698,WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773],41.85,4,41433,1419,2126,77,1323,9
 SPATA5L1,ENSG00000171763,79029,protein_coding,Human,15,45.402336,spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762],41.46,7,19080,1240,1351,74,165,5
 LACTB,ENSG00000103642,114294,protein_coding,Human,15,63.121833,lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468],39.93,4,20229,1048,1450,46,1036,4
 PCLAF,ENSG00000166803,9768,protein_coding,Human,15,64.364304,PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961],43.33,8,23384,284,936,70,741,3
 PIF1,ENSG00000140451,80119,protein_coding,Human,15,64.815632,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220],55.24,9,10037,1992,1383,48,464,6
 ZWILCH,ENSG00000174442,55055,protein_coding,Human,15,66.504959,zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468],40.27,14,45172,1026,1340,107,340,9
 ITGA11,ENSG00000137809,22801,protein_coding,Human,15,68.296532,integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136],49.23,7,135632,3568,3351,96,6526,12
 KIF23,ENSG00000137807,9493,protein_coding,Human,15,69.414246,kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392],39.36,16,34182,2095,2305,150,423,15
 ISLR2,ENSG00000167178,57611,protein_coding,Human,15,74.100311,immunoglobulin superfamily containing leucine rich repeat 2 [Source:HGNC Symbol;Acc:HGNC:29286],50.88,11,38230,1359,2009,100,1188,3
 FBXO22,ENSG00000167196,26263,protein_coding,Human,15,75.903876,F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593],39.44,9,38636,546,2097,89,1856,5
 GOLGA6L10,ENSG00000278662,643707,protein_coding,Human,15,82.339993,golgin A6 family like 10 [Source:HGNC Symbol;Acc:HGNC:37228],47.95,3,9483,1444,3049,81,2780,7
 RAMAC,ENSG00000169612,83640,protein_coding,Human,15,82.98621,RNA guanine-7 methyltransferase activating subunit [Source:HGNC Symbol;Acc:HGNC:31022],41.09,1,4848,357,1565,73,990,4
 FANCI,ENSG00000140525,55215,protein_coding,Human,15,89.243945,FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568],40.11,27,73317,2462,2489,54,399,17
 TICRR,ENSG00000140534,90381,protein_coding,Human,15,89.575469,TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704],42.68,3,55588,4036,5270,118,908,16
 BLM,ENSG00000197299,641,protein_coding,Human,15,90.717346,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058],40.73,13,98821,3648,2863,36,340,13
 ,ENSG00000284946,NA,protein_coding,Human,15,90.96619,novel protein,45.82,2,56377,1800,5145,180,286,32
 SNRPA1,ENSG00000131876,6627,protein_coding,Human,15,101.28151,small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152],42.28,15,13773,482,850,59,185,5
 PRSS27,ENSG00000172382,83886,protein_coding,Human,16,2.712419,serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475],61.18,5,8133,373,1888,282,294,4
 PKMYT1,ENSG00000127564,9088,protein_coding,Human,16,2.968024,"protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]",62.15,20,12456,999,1177,170,166,5
 NPIPA7,ENSG00000214967,101059938,protein_coding,Human,16,16.37914,nuclear pore complex interacting protein family member A7 [Source:HGNC Symbol;Acc:HGNC:41982],46.18,2,14833,640,912,105,122,6
 CCP110,ENSG00000103540,9738,protein_coding,Human,16,19.523811,centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342],37.85,12,29598,1805,2797,694,1744,7
 KNOP1,ENSG00000103550,400506,protein_coding,Human,16,19.701937,lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404],51.83,5,16299,656,2148,200,2764,4
 PLK1,ENSG00000166851,5347,protein_coding,Human,16,23.677656,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077],50.69,9,12712,706,1206,94,206,5
 SEPHS2,ENSG00000179918,22928,protein_coding,Human,16,30.443631,selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686],51.2,1,2244,1347,2244,147,750,1
 FUS,ENSG00000089280,2521,protein_coding,Human,16,31.180138,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010],47.07,13,11468,1384,1371,73,146,8
 ITGAX,ENSG00000140678,3687,protein_coding,Human,16,31.355134,integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152],52.2,7,27866,2516,2392,64,811,14
 SHCBP1,ENSG00000171241,79801,protein_coding,Human,16,46.578591,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547],39.22,7,42789,1242,1325,20,3138,5
 ORC6,ENSG00000091651,23594,protein_coding,Human,16,46.689643,origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151],44.16,9,8752,496,1200,102,470,5
 C16orf87,ENSG00000155330,388272,protein_coding,Human,16,46.796603,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754],36.81,4,34578,411,3709,22,4297,4
 FANCA,ENSG00000187741,2175,protein_coding,Human,16,89.726683,FA complementation group A [Source:HGNC Symbol;Acc:HGNC:3582],50.96,45,90295,1212,2015,56,245,16
 HASPIN,ENSG00000177602,83903,protein_coding,Human,17,3.723903,histone H3 associated protein kinase [Source:HGNC Symbol;Acc:HGNC:19682],53.91,1,2797,2397,2797,33,367,1
 KIAA0753,ENSG00000198920,9851,protein_coding,Human,17,6.578147,KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110],41.53,10,62565,951,1658,108,432,9
 RNASEK,ENSG00000219200,440400,protein_coding,Human,17,7.012417,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911],57.04,10,2116,256,760,87,208,3
 ASGR1,ENSG00000141505,432,protein_coding,Human,17,7.173431,asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742],55.95,9,6134,523,1160,248,207,6
 KCNAB3,ENSG00000170049,9196,protein_coding,Human,17,7.921859,potassium voltage-gated channel subfamily A regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6230],53.85,6,7998,550,1452,394,522,7
 AURKB,ENSG00000178999,9212,protein_coding,Human,17,8.204733,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390],52.69,14,5868,713,815,57,106,6
 FLCN,ENSG00000154803,201163,protein_coding,Human,17,17.212212,folliculin [Source:HGNC Symbol;Acc:HGNC:27310],53.29,10,24977,835,1639,112,826,4
 TOP3A,ENSG00000177302,7156,protein_coding,Human,17,18.271428,DNA topoisomerase III alpha [Source:HGNC Symbol;Acc:HGNC:11992],48.23,20,43580,1023,1672,208,529,8
 PRPSAP2,ENSG00000141127,5636,protein_coding,Human,17,18.840085,phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467],44.41,29,91203,514,976,80,245,7
 SLC5A10,ENSG00000154025,125206,protein_coding,Human,17,18.950345,solute carrier family 5 member 10 [Source:HGNC Symbol;Acc:HGNC:23155],56.84,6,72251,1745,2746,85,1014,12
 FAM83G,ENSG00000188522,644815,protein_coding,Human,17,18.968789,family with sequence similarity 83 member G [Source:HGNC Symbol;Acc:HGNC:32554],58.04,4,35976,1790,3244,88,1430,4
 SPAG5,ENSG00000076382,10615,protein_coding,Human,17,28.577565,sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452],46.2,16,21461,804,947,60,169,6
 ATAD5,ENSG00000176208,79915,protein_coding,Human,17,30.831966,ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752],41.02,3,63904,4604,4537,380,956,17
 UTP6,ENSG00000108651,55813,protein_coding,Human,17,31.860904,UTP6 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279],44.1,9,40805,689,1294,81,989,8
 CCL1,ENSG00000108702,6346,protein_coding,Human,17,34.360328,C-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10609],49.62,1,2906,291,594,72,231,3
 RDM1,ENSG00000278023,201299,protein_coding,Human,17,35.918066,RAD52 motif containing 1 [Source:HGNC Symbol;Acc:HGNC:19950],43.27,14,12708,535,791,207,168,5
 ZNHIT3,ENSG00000273611,9326,protein_coding,Human,17,36.486629,zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309],45.77,12,12682,212,1126,57,327,4
 TOP2A,ENSG00000131747,7153,protein_coding,Human,17,40.388525,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989],39.79,5,29372,1707,1626,87,581,10
 PSMC3IP,ENSG00000131470,29893,protein_coding,Human,17,42.57231,PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928],48.64,9,5522,411,1065,93,320,7
 HROB,ENSG00000125319,78995,protein_coding,Human,17,44.141906,homologous recombination factor with OB-fold [Source:HGNC Symbol;Acc:HGNC:28460],50.23,5,20571,1817,1969,190,558,7
 KIF18B,ENSG00000186185,146909,protein_coding,Human,17,44.924709,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102],49.3,4,23065,2530,2864,46,1033,12
 CBX1,ENSG00000108468,10951,protein_coding,Human,17,48.070052,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551],45.92,6,31427,482,1181,100,945,5
 HOXB2,ENSG00000173917,3212,protein_coding,Human,17,48.540894,homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113],56.24,3,4216,1071,1079,198,413,2
 HOXB4,ENSG00000182742,3214,protein_coding,Human,17,48.575507,homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115],56.5,1,2844,756,2002,31,1215,2
 UBE2Z,ENSG00000159202,65264,protein_coding,Human,17,48.908407,ubiquitin conjugating enzyme E2 Z [Source:HGNC Symbol;Acc:HGNC:25847],47.4,8,20650,442,1403,180,552,4
 COL1A1,ENSG00000108821,1277,protein_coding,Human,17,50.184101,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197],58.48,13,17532,2428,1089,102,1401,8
 EME1,ENSG00000154920,146956,protein_coding,Human,17,50.37322,essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965],47.88,10,8264,1174,1323,31,435,6
 SRSF1,ENSG00000136450,6426,protein_coding,Human,17,58.000919,serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780],40.14,9,6428,510,1713,119,1203,4
 PRR11,ENSG00000068489,55771,protein_coding,Human,17,59.155732,proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619],44.35,9,50978,699,1594,40,1248,7
 RNFT1,ENSG00000189050,51136,protein_coding,Human,17,59.95224,"ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]",38.09,9,12522,690,1205,79,323,6
 BRIP1,ENSG00000136492,83990,protein_coding,Human,17,61.679139,BRCA1 interacting helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473],35.96,26,184421,2061,4053,95,1269,13
 KPNA2,ENSG00000182481,3838,protein_coding,Human,17,68.035636,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395],43.75,21,11729,1412,2177,205,273,9
 CD300LF,ENSG00000186074,146722,protein_coding,Human,17,74.694311,CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883],48.69,10,18668,724,1298,78,401,6
 NUP85,ENSG00000125450,79902,protein_coding,Human,17,75.205659,nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734],48.14,25,30100,706,926,120,95,8
 SLC25A19,ENSG00000125454,60386,protein_coding,Human,17,75.272981,solute carrier family 25 member 19 [Source:HGNC Symbol;Acc:HGNC:14409],50.68,15,16530,587,1056,157,424,5
 LLGL2,ENSG00000073350,3993,protein_coding,Human,17,75.52508,LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629],56.06,22,50130,1012,1411,88,175,10
 SMIM6,ENSG00000259120,100130933,protein_coding,Human,17,75.646243,small integral membrane protein 6 [Source:HGNC Symbol;Acc:HGNC:40032],55.57,2,1733,189,1003,180,410,2
 H3-3B,ENSG00000132475,3021,protein_coding,Human,17,75.776434,H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765],47.38,13,9460,389,1063,66,494,3
 TRIM65,ENSG00000141569,201292,protein_coding,Human,17,75.880335,tripartite motif containing 65 [Source:HGNC Symbol;Acc:HGNC:27316],54.86,7,16617,767,1230,14,581,4
 SRSF2,ENSG00000161547,6427,protein_coding,Human,17,76.734115,serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783],48.99,11,3219,584,1244,168,636,3
 BIRC5,ENSG00000089685,332,protein_coding,Human,17,78.214186,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],49.27,11,11451,326,1158,68,783,4
 SLC16A3,ENSG00000141526,9123,protein_coding,Human,17,82.217934,solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924],59.86,19,43196,1242,2038,254,1025,4
 TYMS,ENSG00000176890,7298,protein_coding,Human,18,0.657653,thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441],45.66,6,15926,825,996,90,534,5
 METTL4,ENSG00000101574,64863,protein_coding,Human,18,2.537525,"methyltransferase 4, N6-adenosine [Source:HGNC Symbol;Acc:HGNC:24726]",36.78,7,33985,620,2289,268,1174,5
